ID,Site,Stratigraphic_unit,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RF.b_5788,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Maintenance,NA,0%,Complete,492.8203125,471.2409608,25.2,9,5.9,RF.b_5788.ply,1 unit = 1mm,42268,0.168943,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5790,Fumane,A1,Maiolica,Blank,Blade,Semi-cortical,NA,1-33%,Complete,1607.146851,1598.737918,60.2,15,5.5,RF.b_5790.ply,1 unit = 1mm,407868,0.101308,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5791,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,94.23767853,196.9871726,18.5,6.2,2,RF.b_5791.ply,1 unit = 1mm,17608,0.169648,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5793,Fumane,A1,Maiolica,Blank,Bladelet,Initialization,NA,100%,Complete,1140.28125,1020.625917,42.3,11.9,4.8,RF.b_5793.ply,1 unit = 1mm,279788,0.099152,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5798,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,201.2212524,357.5247068,26,7.5,2.1,RF.b_5798.ply,1 unit = 1mm,32808,0.167947,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5799,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,327.5716248,522.6668597,32.5,8.3,2.2,RF.b_5799.ply,1 unit = 1mm,46412,0.170744,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5805,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,464.9133606,596.6072365,35,9.4,3,RF.b_5805.ply,1 unit = 1mm,55534,0.166612,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5807,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,438.1116638,485.764184,24.8,11.1,3.8,RF.b_5807.ply,1 unit = 1mm,42734,0.170908,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5808,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,414.602478,626.5557737,33.1,10.5,2,RF.b_5808.ply,1 unit = 1mm,59390,0.165261,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5809,Fumane,A1,Scaglia.Rossa,Blank,Blade,Maintenance,NA,1-33%,Complete,1020.393799,940.6413538,39,14.6,6.9,RF.b_5809.ply,1 unit = 1mm,84170,0.169391,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5814,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,270.82724,443.2918036,36,6.8,2.6,RF.b_5814.ply,1 unit = 1mm,39472,0.169896,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5819,Fumane,A1,Scaglia.Variegata,Blank,Blade,Semi-cortical,NA,1-33%,Complete,1108.022949,1383.313616,46.7,15.4,2.2,RF.b_5819.ply,1 unit = 1mm,360032,0.101243,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5821,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,743.2337036,905.4639915,39,13.8,3.1,RF.b_5821.ply,1 unit = 1mm,86064,0.165141,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5823,Fumane,A1,Maiolica,Blank,Bladelet,Initialization,NA,0%,Complete,424.3170776,486.076334,29.5,7.9,4.7,RF.b_5823.ply,1 unit = 1mm,43898,0.168356,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5824,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,769.7226563,818.126818,38.5,12.7,3.5,RF.b_5824.ply,1 unit = 1mm,72292,0.170481,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5825,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,388.7535706,509.9294134,29.7,9.4,3.2,RF.b_5825.ply,1 unit = 1mm,46552,0.168325,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5827,Fumane,A1,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,1030.480835,890.6437211,39.1,11.1,5,RF.b_5827.ply,1 unit = 1mm,79950,0.17001,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5828,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,350.3811646,565.5489442,37.5,8.3,2.2,RF.b_5828.ply,1 unit = 1mm,53670,0.165421,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5831,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,3218.502197,2175.302406,57.8,22.3,7.2,RF.b_5831.ply,1 unit = 1mm,400000,0.117991,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5832,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,300.3388367,513.8530726,28.6,10.1,2.4,RF.b_5832.ply,1 unit = 1mm,48886,0.165197,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5833,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,255.6017609,478.9737553,35,8,1.9,RF.b_5833.ply,1 unit = 1mm,43488,0.169022,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5834,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,225.4714966,392.3765909,25,8.8,2.3,RF.b_5834.ply,1 unit = 1mm,37034,0.165757,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5835,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,671.3532715,888.0555362,34,15.7,2.3,RF.b_5835.ply,1 unit = 1mm,82302,0.166724,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5837,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,230.791687,354.8212501,25.9,6.6,2.6,RF.b_5837.ply,1 unit = 1mm,31712,0.170298,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5843,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,383.536499,603.1586605,34.7,9.8,2.5,RF.b_5843.ply,1 unit = 1mm,56594,0.166399,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5844,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,141.915802,305.4115605,27.3,6.9,2,RF.b_5844.ply,1 unit = 1mm,28084,0.167839,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5849,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,296.144043,457.8589169,30,8.6,2.8,RF.b_5849.ply,1 unit = 1mm,41828,0.168379,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_585,Fumane,A2,Maiolica,Tool,Blade,Maintenance,NA,0%,Complete,1112.260376,1036.078468,42.6,16.1,4,RF.b_585.ply,1 unit = 1mm,267438,0.102219,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5850,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,242.9908295,487.2093179,32.1,9.1,1.7,RF.b_5850.ply,1 unit = 1mm,46834,0.164159,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5851,Fumane,A1,Maiolica,Blank,Bladelet,Semi-cortical,NA,1-33%,Complete,402.9666138,553.0264306,34,8.7,3.3,RF.b_5851.ply,1 unit = 1mm,50458,0.168351,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5852,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,45.51450729,137.2056383,18.2,4,1.2,RF.b_5852.ply,1 unit = 1mm,12078,0.171507,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5856,Fumane,A1,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,466.229126,621.5539019,30,13.5,3,RF.b_5856.ply,1 unit = 1mm,59276,0.164637,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5857,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,152.8347168,308.7622936,25.6,6.8,1.6,RF.b_5857.ply,1 unit = 1mm,27686,0.169407,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5859,Fumane,A1,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,281.4916077,492.0283612,30.5,10.2,2,RF.b_5859.ply,1 unit = 1mm,45104,0.167368,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5861,Fumane,A1,Maiolica,Blank,Blade,Semi-cortical,NA,33-66%,Complete,761.7537842,748.5447371,37.5,12.5,4.4,RF.b_5861.ply,1 unit = 1mm,66892,0.169548,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5862,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,268.1852722,379.8722571,27,5.6,3.3,RF.b_5862.ply,1 unit = 1mm,32580,0.172967,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5863,Fumane,A1,Undetermined,Blank,Bladelet,Optimal,NA,0%,Complete,158.3734436,307.4479708,20.3,8.5,2.2,RF.b_5863.ply,1 unit = 1mm,28002,0.168547,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5865,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,162.7036896,287.8625611,22,7.6,1.8,RF.b_5865.ply,1 unit = 1mm,26352,0.167938,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5872,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,311.7401428,563.5522748,42,7.4,2.8,RF.b_5872.ply,1 unit = 1mm,49604,0.171841,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5873,Fumane,A1,Maiolica,Blank,Blade,Semi-cortical,NA,33-66%,Complete,649.4855347,852.6431461,44.1,13.1,2.7,RF.b_5873.ply,1 unit = 1mm,79480,0.166642,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5875,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,818.2387085,937.8437004,41.2,12.1,3.1,RF.b_5875.ply,1 unit = 1mm,85652,0.167821,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5877,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1225.082031,1230.51605,40.7,15.5,4.5,RF.b_5877.ply,1 unit = 1mm,111776,0.168648,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5878,Fumane,A1,Maiolica,Blank,Bladelet,Maintenance,NA,0%,Complete,1165.553345,1095.264768,50.1,11.9,4.3,RF.b_5878.ply,1 unit = 1mm,94272,0.172865,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5879,Fumane,A1,Scaglia.Variegata,Blank,Blade,Optimal,NA,0%,Complete,1863.156128,1546.329557,49,16.9,5.8,RF.b_5879.ply,1 unit = 1mm,400000,0.101665,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5881,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,0%,Complete,2461.501465,1736.771497,48.4,17.6,7.9,RF.b_5881.ply,1 unit = 1mm,400000,0.106472,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5883,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Semi-cortical,NA,33-66%,Complete,1278.202271,1101.233783,47,11,6.7,RF.b_5883.ply,1 unit = 1mm,97260,0.171168,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5885,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,522.742981,695.3412858,36,9.7,2.3,RF.b_5885.ply,1 unit = 1mm,62544,0.169435,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5887,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,338.0691833,606.0027019,41.3,8.5,1.8,RF.b_5887.ply,1 unit = 1mm,55734,0.16745,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5888,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,423.932251,621.0382647,39,10,3.1,RF.b_5888.ply,1 unit = 1mm,52338,0.17503,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5889,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,265.0973816,511.4810177,30.3,9.5,2,RF.b_5889.ply,1 unit = 1mm,49644,0.163467,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5890,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,389.2588196,610.4160461,34.6,10.5,2,RF.b_5890.ply,1 unit = 1mm,51248,0.176154,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5893,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1275.782593,1266.942448,47.5,16.7,4.2,RF.b_5893.ply,1 unit = 1mm,118760,0.166046,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5897,Fumane,A1,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Complete,1342.75769,1223.245604,44.5,16.8,5.9,RF.b_5897.ply,1 unit = 1mm,107636,0.171438,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5898,Fumane,A1,Maiolica,Blank,Blade,Maintenance,NA,1-33%,Complete,1497.386597,1235.733931,44.2,15.9,6.1,RF.b_5898.ply,1 unit = 1mm,300980,0.103214,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5900,Fumane,A1,Scaglia.Variegata,Blank,Blade,Maintenance,NA,0%,Complete,3572.767334,2527.817401,58,23.9,5.7,RF.b_5900.ply,1 unit = 1mm,400000,0.126439,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5901,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,977.2409668,1033.603731,42,12.8,3.8,RF.b_5901.ply,1 unit = 1mm,93846,0.168797,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5902,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1034.549194,975.7982045,41.5,12.2,4.3,RF.b_5902.ply,1 unit = 1mm,87316,0.169607,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5903,Fumane,A1,Maiolica,Blank,Bladelet,Semi-cortical,NA,1-33%,Complete,986.9683228,1122.666869,53.3,11.4,3.4,RF.b_5903.ply,1 unit = 1mm,101460,0.169177,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5904,Fumane,A1,Scaglia.Variegata,Blank,Bladelet,Optimal,NA,0%,Complete,88.53616333,239.3678545,23,7,1,RF.b_5904.ply,1 unit = 1mm,21782,0.168591,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5905,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,967.3740234,1160.291258,40.8,16.4,3.1,RF.b_5905.ply,1 unit = 1mm,109146,0.166042,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5906,Fumane,A1,Scaglia.Variegata,Blank,Blade,Maintenance,NA,0%,Complete,1197.103882,1229.002438,45,17.1,3.4,RF.b_5906.ply,1 unit = 1mm,105664,0.173011,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5907,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,44.74224854,135.0181487,18.2,4.7,0.9,RF.b_5907.ply,1 unit = 1mm,11824,0.171267,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5908,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,402.422699,809.7549952,42.3,11.3,1.3,RF.b_5908.ply,1 unit = 1mm,77262,0.164798,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5909,Fumane,A1,Maiolica,Blank,Blade,Semi-cortical,NA,33-66%,Complete,2071.390137,1700.548455,51.2,16.5,4.8,RF.b_5909.ply,1 unit = 1mm,400000,0.105063,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5910,Fumane,A1,Scaglia.Rossa,Blank,Blade,Optimal,NA,0%,Complete,2236.800293,1720.456889,49,22.2,7,RF.b_5910.ply,1 unit = 1mm,400000,0.105033,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5912,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,1639.816284,1865.304565,68,16.5,4,RF.b_5912.ply,1 unit = 1mm,400000,0.108876,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5913,Fumane,A1,Scaglia.Rossa,Blank,Blade,Maintenance,NA,0%,Complete,1018.313416,1159.540681,57.8,13.1,4.4,RF.b_5913.ply,1 unit = 1mm,104516,0.1691,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5914,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,2350.606689,2423.014199,67,24.4,3.9,RF.b_5914.ply,1 unit = 1mm,400000,0.124698,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5915,Fumane,A1,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,618.9384766,843.0892058,35.6,13.2,1.9,RF.b_5915.ply,1 unit = 1mm,79480,0.165733,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5916,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,511.8908081,786.8868349,39,11.2,1.7,RF.b_5916.ply,1 unit = 1mm,74272,0.165612,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5917,Fumane,A1,Scaglia.Rossa,Blank,Bladelet,Optimal,NA,0%,Complete,377.0090027,516.2775049,30.4,7,3.8,RF.b_5917.ply,1 unit = 1mm,47476,0.167698,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5918,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,137.6138,291.2827914,21.7,7.5,1.2,RF.b_5918.ply,1 unit = 1mm,25886,0.170716,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5925,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,965.5414429,1000.22192,46.5,13.3,4.3,RF.b_5925.ply,1 unit = 1mm,92004,0.16826,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5927,Fumane,A2,Oolitic,Blank,Blade,Optimal,NA,0%,Complete,1332.509644,1141.715714,43,17.7,4.5,RF.b_5927.ply,1 unit = 1mm,102160,0.169291,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5928,Fumane,A2,Maiolica,Blank,Blade,Optimal,NA,0%,Complete,2451.142822,2375.570872,62.4,24.2,3.5,RF.b_5928.ply,1 unit = 1mm,400000,0.123183,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.15.0,No
RF.b_5931,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,128.2507172,299.8927039,25.3,7.1,1.2,RF.b_5931.ply,1 unit = 1mm,28230,0.166117,Moderate-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5932,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,100.7540588,214.5549756,21.2,5.6,1.5,RF.b_5932.ply,1 unit = 1mm,18520,0.173476,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5935,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,187.2123413,318.6233485,28.2,5,2.5,RF.b_5935.ply,1 unit = 1mm,28584,0.169222,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5937,Fumane,A1,Maiolica,Blank,Bladelet,Optimal,NA,0%,Complete,151.124176,277.5300978,21.8,8.1,1.9,RF.b_5937.ply,1 unit = 1mm,25124,0.169194,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
RF.b_5939,Fumane,A1,Undetermined,Blank,Bladelet,Optimal,NA,0%,Complete,69.67436218,162.0393622,17.1,5.4,1.7,RF.b_5939.ply,1 unit = 1mm,14194,0.171836,Low-detail,"Micro-CT (Phoenix v-tome-x s, General Electronics)",Phoenix Datos-X software,Avizo Lite v.9.2; Artec Studio Professional v.15.0,No
